No.,ID,ページ,type,subtype,語句,読み,sentence,hint,question,choices,answerIndex,正解選択肢,explanation
79,vocab1300_p017_002,17,meaning_context,,濡れ衣,ぬれぎぬ,落書きをしたのは別の人なのに、わたしが疑われて濡れ衣を着せられました。,,濡れ衣 の意味はどれ？,"[""十分に成長していること"", ""自分が悪くないのに罪をなすりつけられること"", ""普通と大きくちがうこと"", ""急いでいること""]",1,自分が悪くないのに罪をなすりつけられること,濡れ衣は、自分が悪くないのに、罪や失敗をなすりつけられることです。
80,vocab1300_p017_003,17,meaning_context,,成熟,せいじゅく,そのリンゴは赤くなり、十分に成熟していました。,,成熟 の意味はどれ？,"[""力を入れること"", ""元気よく動くこと"", ""十分に成長し、発達していること"", ""罪をなすりつけられること""]",2,十分に成長し、発達していること,成熟は、十分に成長し、発達していることです。
81,vocab1300_p017_004,17,meaning_context,,至急,しきゅう,水とうを忘れたので、至急、教室へ取りに戻りました。,,至急 の意味はどれ？,"[""普通と大きくちがうこと"", ""罪をなすりつけること"", ""元気よく動くこと"", ""とても急ぐこと""]",3,とても急ぐこと,至急は、とても急ぐこと、大急ぎという意味です。
82,vocab1300_p017_005,17,meaning_context,,とっぴ,とっぴ,その子は、とっぴなアイデアを出して、みんなをおどろかせました。,,とっぴ の意味はどれ？,"[""普通と大きくちがっているようす"", ""十分に発達していること"", ""急いでいること"", ""力を入れること""]",0,普通と大きくちがっているようす,とっぴは、普通と大きくちがっていて、思いがけないようすです。
83,vocab1300_p017_006,17,meaning_context,,力む,りきむ,本番で力みすぎて、いつもより手がかたくなりました。,,力む の意味はどれ？,"[""罪をなすりつけること"", ""大きく成長すること"", ""力を入れること"", ""急いで進めること""]",2,力を入れること,力むは、体や気持ちに力を入れることです。
84,vocab1300_p018_001,18,meaning_context,,腕によりをかける,うでによりをかける,お母さんの誕生日に、姉は腕によりをかけて料理を作りました。,,腕によりをかける の意味はどれ？,"[""冷たくて思いやりがないこと"", ""ちょうどよく扱いやすいこと"", ""疲れてへとへとになること"", ""自分の力を十分に出そうとはりきること""]",3,自分の力を十分に出そうとはりきること,腕によりをかけるは、自分の力を十分に出そうと、はりきることです。
85,vocab1300_p018_002,18,meaning_context,,手頃,てごろ,この本はページ数が少なく、読書を始めるには手頃です。,,手頃 の意味はどれ？,"[""ちょうどよく扱いやすいこと"", ""つらくてその場にいられないこと"", ""次々と行うこと"", ""思いやりがないこと""]",0,ちょうどよく扱いやすいこと,手頃は、ちょうどよく、扱いやすいという意味です。
86,vocab1300_p018_003,18,meaning_context,,あごを出す,あごをだす,長い坂道を走って、ゴールのころにはあごを出していました。,,あごを出す の意味はどれ？,"[""力を出そうとはりきること"", ""疲れてへとへとになること"", ""冷たくすること"", ""手にふれたものを次々と行うこと""]",1,疲れてへとへとになること,あごを出すは、疲れてへとへとになることです。
87,vocab1300_p018_004,18,meaning_context,,薄情,はくじょう,困っている人を見ても知らんぷりするのは、薄情な態度です。,,薄情 の意味はどれ？,"[""つらくてじっとしていられないこと"", ""次々と行うこと"", ""冷たくて思いやりがないこと"", ""ちょうどよいこと""]",2,冷たくて思いやりがないこと,薄情は、冷たくて思いやりがないことです。
88,vocab1300_p018_005,18,meaning_context,,いたたまれない,いたたまれない,友だちを傷つける言葉を聞いて、いたたまれない気持ちになりました。,,いたたまれない の意味はどれ？,"[""つらくてその場にじっとしていられないこと"", ""疲れてへとへとになること"", ""自分の力を出そうとすること"", ""冷たくて思いやりがないこと""]",0,つらくてその場にじっとしていられないこと,いたたまれないは、つらくて、その場にじっとしていられない気持ちになることです。
89,vocab1300_p018_006,18,meaning_context,,手当たり次第,てあたりしだい,なくした消しゴムを、机の中から手当たり次第に探しました。,,手当たり次第 の意味はどれ？,"[""ちょうどよく使いやすいこと"", ""手にふれたものや目についたものを次々と行うこと"", ""思いやりがないこと"", ""疲れてへとへとになること""]",1,手にふれたものや目についたものを次々と行うこと,手当たり次第は、順番を考えず、手にふれたものや目についたものを次々と行うことです。
90,vocab1300_p019_001,19,meaning_context,,難なく,なんなく,練習していたので、その問題を難なく解くことができました。,,難なく の意味はどれ？,"[""何の問題もなく、かんたんに"", ""不満を顔に出して"", ""口で伝えて"", ""話がまとまらずに""]",0,何の問題もなく、かんたんに,難なくは、何の問題もなく、かんたんに、という意味です。
91,vocab1300_p019_002,19,meaning_context,,頭をかかえる,あたまをかかえる,宿題がたくさん残っていて、青ちゃんは頭をかかえました。,,頭をかかえる の意味はどれ？,"[""はっきりと思い出すこと"", ""悩みや心配ごとのために困ること"", ""口で伝えること"", ""かんたんに進むこと""]",1,悩みや心配ごとのために困ること,頭をかかえるは、悩みや心配ごとのために困ることです。
92,vocab1300_p019_003,19,meaning_context,,まざまざと,まざまざと,旅行で見た海の色を、今でもまざまざと思い出せます。,,まざまざと の意味はどれ？,"[""文章にしないで"", ""困ってしまって"", ""はっきりと目に見えるように"", ""不機嫌な顔で""]",2,はっきりと目に見えるように,まざまざとは、はっきりと目に見えるように感じることです。
