No.,ID,ページ,語句,読み,正解の意味,例文,解説
151,vocab1300_p030_002,30,内弁慶,うちべんけい,外ではおとなしいのに、家ではいばる人,弟は学校では静かなのに、家ではいばるので内弁慶です。,内弁慶は、外ではおとなしいのに、家の中ではいばっている人のことです。
152,vocab1300_p030_003,30,的外れ,まとはずれ,大事な点から外れていること,質問と関係のない答えだったので、少し的外れでした。,的外れは、大事な点から外れていることです。
153,vocab1300_p030_004,30,戦法,せんぽう,戦い方、勝つためのやり方,相手の動きを見て、試合の戦法を変えました。,戦法は、戦い方や、勝つためのやり方のことです。
154,vocab1300_p030_005,30,異なる,ことなる,違いや差があること,同じクラスでも、一人ひとり好きな本は異なります。,異なるは、違いや差があることです。
155,vocab1300_p030_006,30,毛嫌い,けぎらい,はっきりした理由もなく嫌うこと,食べたことがないのに、その野菜を毛嫌いするのはもったいないです。,毛嫌いは、はっきりした理由もなく嫌うことです。
156,vocab1300_p031_001,31,軽はずみ,かるはずみ,よく考えずに何かをすること,よく考えずに軽はずみなことを言って、友だちを傷つけてしまいました。,軽はずみは、調子に乗って、よく考えずに何かをすることです。
157,vocab1300_p031_002,31,鼻であしらう,はなであしらう,冷たい態度で相手を軽く扱うこと,まじめに相談したのに、相手は鼻であしらうような返事をしました。,鼻であしらうは、冷たい態度や言葉で、相手を軽く扱うことです。
158,vocab1300_p031_003,31,顔ぶれ,かおぶれ,何かに参加する人たち,発表会には、ピアノが上手な子や歌が好きな子など、楽しい顔ぶれがそろいました。,顔ぶれは、何かに参加する人たち、メンバーのことです。
159,vocab1300_p031_004,31,うずうずする,うずうずする,何かをしたくて待ちきれないようす,休み時間になったら外で遊びたくて、青ちゃんはうずうずしていました。,うずうずするは、何かをしたくて、じっと待っていられないようすです。
160,vocab1300_p031_005,31,目をうるませる,めをうるませる,泣きそうになって目に涙がたまること,友だちから手紙をもらって、妹は目をうるませました。,目をうるませるは、泣きそうになって、目に涙がたまることです。
161,vocab1300_p031_006,31,脱落,だつらく,途中で抜け落ちること,途中で体力がなくなり、マラソン大会から脱落してしまいました。,脱落は、途中で抜け落ちたり、ついていけなくなったりすることです。
162,vocab1300_p032_001,32,晴れがましい,はれがましい,華やかで、注目される状態,表彰式で名前を呼ばれて、少し晴れがましい気持ちになりました。,晴れがましいは、華やかで、注目される状態を表します。
163,vocab1300_p032_002,32,栄える,さかえる,人や町の勢いがさかんになること,駅ができて人が増え、その町は少しずつ栄えていきました。,栄えるは、人や町などの勢いがさかんになることです。
164,vocab1300_p032_003,32,ユーモラス,ユーモラス,面白さがあるようす,先生のユーモラスな話に、教室のみんなが笑いました。,ユーモラスは、面白さがあるようす、ユーモアがあるようすです。
165,vocab1300_p032_004,32,秀でる,ひいでる,他の人よりも優れていること,その子は絵をかく力に秀でていて、作品がいつも目を引きます。,秀でるは、他の人よりも優れていることです。
166,vocab1300_p032_005,32,うごめく,うごめく,もぞもぞと動くこと,土の中で小さな虫がうごめいていました。,うごめくは、もぞもぞと動くことです。
167,vocab1300_p032_006,32,観点,かんてん,物事を見たり考えたりするときの視点,友だちの観点から考えると、ちがう見方ができました。,観点は、物事を見たり考えたりするときの基本となる視点のことです。
168,vocab1300_p033_001,33,障害,しょうがい,行く手をはばむもの,大きな石が道の真ん中にあり、進むための障害になっていました。,障害は、行く手をはばむもの、じゃまをするもののことです。
169,vocab1300_p033_002,33,かさばる,かさばる,量が多くなって場所を取ること,冬の上着は大きいので、ランドセルに入れるとかさばります。,かさばるは、量が多くなって、場所を取ることです。
